,artist,track,track_pop,duration_ms,album_nm,album_dt
12,Glass Animals,Heat Waves,60,238805,Dreamland (+ Bonus Levels),2020-08-06
23749,Cardi B,Bodak Yellow,60,223962,Bodak Yellow,2017-06-16
21799,Robin Thicke,Blurred Lines,60,263053,Blurred Lines,2013-01-01
8,The Chainsmokers,Closer,55,245506,Collage EP,2016-11-04
40,Avicii,Wake Me Up,55,249693,Wake Me Up,2013-07-30
23849,Jonas Blue,Mama,54,181614,Jonas Blue: Electronic Nature - The Mix 2017,2017-07-14
16249,Carly Rae Jepsen,Call Me Maybe,54,193466,Call Me Maybe,2012-01-01
949,The Chainsmokers,Don't Let Me Down,53,208666,Collage EP,2016-11-04
22099,George Ezra,Budapest,52,202120,Did You Hear the Rain?,2013-11-03
5849,Future,Mask Off,51,204600,FUTURE,2017-08-04
12699,Red Hot Chili Peppers,Under the Bridge,50,264306,Blood Sugar Sex Magik,1991-09-24
21549,Felix Jaehn,Ain't Nobody (Loves Me Better),49,186146,Ain't Nobody (Loves Me Better),2015-04-03
7549,Bruno Mars,Locked out of Heaven,48,233478,Unorthodox Jukebox,2012-12-10
23049,Eminem,Rap God,47,363521,The Marshall Mathers LP2,2013-11-05
11449,Milky Chance,Stolen Dance,45,313684,Sadnecessary,2014-06-20
13649,JAY-Z,Ni**as In Paris,44,219333,Watch The Throne (Deluxe),2011-08-08
20749,Jonas Blue,Perfect Strangers,42,195313,Jonas Blue: Electronic Nature - The Mix 2017,2017-07-14
1249,Sam Smith,Too Good At Goodbyes,38,201000,The Thrill Of It All (Special Edition),2017-11-03
7,The Kid LAROI,STAY (with Justin Bieber),32,141805,F*CK LOVE 3: OVER YOU,2021-07-23
19349,GAYLE,abcdefu,30,168551,a study of the human experience volume one,2022-03-18
16899,Rihanna,Diamonds,23,225146,Unapologetic (Deluxe Version),2013-01-01
21099,Kygo,Stole the Show,22,222801,Stole the Show,2015-03-23
18299,Kygo,Firestone,21,273684,Firestone,2015-06-24
8949,Bad Bunny,MIA (feat. Drake),19,210367,MIA (feat. Drake),2018-10-11
20949,BlocBoy JB,Look Alive (feat. Drake),15,181263,Look Alive (feat. Drake),2018-02-09
2299,Lauv,I Like Me Better,14,197436,I met you when I was 18. (the playlist),2018-05-31
21999,Avicii,Hey Brother,13,255093,True,2013-09-13
14199,Snow Patrol,Chasing Cars,12,267933,Eyes Open,2006-01-01
23099,Avicii,Levels - Radio Edit,12,199903,Levels,2011-01-01
2199,J. Cole,No Role Modelz,11,292986,2014 Forest Hills Drive,2014-12-09
699,The Killers,Mr. Brightside,9,222586,Hot Fuss,2004-06-15
14549,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,9,173381,Mercury - Act 1,2021-09-03
15199,21 Savage,Bank Account,7,220306,Issa Album,2017-09-23
11399,Juice WRLD,Robbery,6,240050,Death Race For Love,2019-03-08
23399,Migos,Bad and Boujee (feat. Lil Uzi Vert),6,343150,Culture,2017-04-07
15649,BTS,Boy With Luv (feat. Halsey),5,229773,MAP OF THE SOUL : PERSONA,2019-04-12
15699,Black Eyed Peas,I Gotta Feeling,4,289133,THE E.N.D. (THE ENERGY NEVER DIES),2009-01-01
22549,Ariana Grande,Dangerous Woman,4,235946,Dangerous Woman,2016-05-20
4249,Adele,Hello,3,295493,25,2016-06-24
21349,Mr. Probz,Waves - Robin Schulz Radio Edit,3,208133,Waves (Robin Schulz Radio Edit),2014-02-07
22049,Drake,"Hold On, We're Going Home",3,227880,Nothing Was The Same (Deluxe),2013-01-01
8849,Alessia Cara,Scars To Your Beautiful,3,230226,Know-It-All (Deluxe),2015-11-13
6799,Ariana Grande,Side To Side,3,226160,Dangerous Woman,2016-05-20
22299,Adele,Send My Love (To Your New Lover),2,223080,25,2016-06-24
12849,Radiohead,Creep,2,238640,Pablo Honey,1993-02-22
16849,Adele,Set Fire to the Rain,2,241693,21,2011-01-19
3599,The Weeknd,Can't Feel My Face,2,213520,Beauty Behind The Madness,2015-08-28
3199,Adele,Someone Like You,2,285040,21,2011-01-19
11199,Ariana Grande,Into You,2,244453,Dangerous Woman,2016-05-20
14649,Adele,When We Were Young,2,290906,25,2016-06-24
6,Drake,One Dance,2,173986,Views,2016-05-13
6449,Childish Gambino,Redbone,1,326933,"""Awaken, My Love!""",2016-12-02
41,The Weeknd,The Hills,1,242253,Beauty Behind The Madness,2015-08-28
9,Imagine Dragons,Believer,1,204346,Evolve,2017-06-23
2249,Wiz Khalifa,See You Again (feat. Charlie Puth),1,229525,See You Again (feat. Charlie Puth),2015-03-10
20,Juice WRLD,Lucid Dreams,1,239835,Goodbye & Good Riddance,2018-05-23
20199,Drake,Too Good,1,263373,Views,2016-05-13
6599,Adele,Rolling in the Deep,1,228293,21,2011-01-19
22349,Justin Timberlake,Mirrors,0,485360,Mirrors,2013-02-11
33,Imagine Dragons,Thunder,0,187146,Evolve,2017-06-23
37,OneRepublic,Counting Stars,0,257279,Native (Deluxe),2013-03-26
23149,Edward Sharpe & The Magnetic Zeros,Home,0,303200,Up From Below,2009-07-14
22499,Of Monsters and Men,Little Talks,0,267693,Into The Woods,2011-01-01
599,Major Lazer,Lean On (feat. MØ & DJ Snake),0,176561,Peace Is The Mission,2015-06-01
22899,M83,Midnight City,0,243960,Hurry Up We're Dreaming,2011-10-18
46,Passenger,Let Her Go,0,252733,All the Little Lights,2012-06-29
24199,Shaggy,It Wasn't Me,0,227600,Hot Shot,2000-08-08
23199,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",0,233786,LONG.LIVE.A$AP (Deluxe Version),2013-01-11
349,Shawn Mendes,Treat You Better,0,187973,Illuminate (Deluxe),2016-09-23
10399,Kanye West,Stronger,0,311866,Graduation,2007-09-11
749,SAINt JHN,Roses - Imanbek Remix,0,176218,Roses (Imanbek Remix),2019-09-13
19549,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),0,195561,This Girl (Kungs Vs. Cookin' On 3 Burners),2016-02-19
11099,Shawn Mendes,Mercy,0,208733,Illuminate (Deluxe),2016-09-23
9499,Rihanna,Needed Me,0,191600,ANTI,2016-01-28
9299,Pharrell Williams,"Happy - From ""Despicable Me 2""",0,233293,"Happy (From ""Despicable Me 2"")",2014-01-22
7499,Rihanna,Work,0,219320,ANTI (Deluxe),2016-01-28
14899,Calvin Harris,We Found Love (feat. Rihanna),0,215520,18 Months,2012-10-29
15499,P!nk,Just Give Me a Reason,0,242733,The Truth About Love,2012-09-17
4899,Sam Smith,I'm Not The Only One,0,239316,In The Lonely Hour,2014-01-01
17149,Imagine Dragons,Whatever It Takes,0,201240,Evolve,2017-06-23
17899,The Lumineers,Ho Hey,0,163133,The Lumineers,2012-04-03
19749,DJ Snake,Middle,0,220573,Middle,2015-10-16
1049,Arctic Monkeys,Do I Wanna Know?,0,272394,AM,2013-09-09
20099,One Direction,Drag Me Down,0,192106,Drag Me Down,2015-07-31
20499,Liam Payne,Strip That Down,0,204502,Strip That Down,2017-05-18
9899,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) [Remix],0,166138,Peace Is The Mission (Extended),2015-11-27
1849,Oasis,Wonderwall - Remastered,0,258732,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],1995-10-02
20899,Post Malone,Candy Paint,0,229573,Candy Paint,2017-10-20
20999,Guns N' Roses,Welcome To The Jungle,0,273600,Appetite For Destruction,1987-07-21
21049,Drake,Fake Love,0,207813,Fake Love,2016-10-24
21199,Ed Sheeran,I See Fire,0,299146,x (Deluxe Edition),2014-06-21
21949,Iggy Azalea,Fancy,0,199938,Fancy,2014-01-01
11749,Travis Scott,BUTTERFLY EFFECT,0,190677,BUTTERFLY EFFECT,2017-05-18
